,# STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,S,O,Y
2016-04-02 02:00:00,286,20160402,3,140,30,30,50,47,     ,16,0,0,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2016-04-02 03:00:00,286,20160402,4,140,30,30,40,41,     ,15,0,0,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2016-04-02 04:00:00,286,20160402,5,150,40,40,50,38,     ,15,0,0,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2016-04-02 05:00:00,286,20160402,6,140,30,30,40,50,   31,26,0,6,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2016-04-02 06:00:00,286,20160402,7,150,30,30,40,63,     ,33,0,23,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2016-04-02 07:00:00,286,20160402,8,160,30,30,50,76,     ,39,0,45,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2016-04-02 08:00:00,286,20160402,9,160,30,30,40,85,     ,43,0,64,0,0,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2016-04-02 09:00:00,286,20160402,10,180,40,30,50,100,     ,49,1,115,0,0,     ,     ,     ,71,     ,6,     ,     ,     ,     ,     
2016-04-02 10:00:00,286,20160402,11,200,30,30,50,120,     ,52,8,202,0,0,     ,     ,     ,63,     ,6,     ,     ,     ,     ,     
2016-04-02 11:00:00,286,20160402,12,190,20,20,50,132,   49,52,8,218,0,0,     ,     ,     ,58,     ,6,     ,     ,     ,     ,     
2016-04-02 12:00:00,286,20160402,13,140,20,10,50,138,     ,52,0,113,0,0,     ,     ,     ,56,     ,6,     ,     ,     ,     ,     
2016-04-02 13:00:00,286,20160402,14,170,30,20,50,140,     ,53,1,101,0,0,     ,     ,     ,56,     ,6,     ,     ,     ,     ,     
2016-04-02 14:00:00,286,20160402,15,190,20,20,50,140,     ,51,3,104,0,0,     ,     ,     ,55,     ,6,     ,     ,     ,     ,     
2016-04-02 15:00:00,286,20160402,16,200,20,20,50,139,     ,50,6,80,0,0,     ,     ,     ,55,     ,6,     ,     ,     ,     ,     
2016-04-02 16:00:00,286,20160402,17,0,10,0,40,132,     ,57,0,29,0,0,     ,     ,     ,60,     ,6,     ,     ,     ,     ,     
2016-04-02 17:00:00,286,20160402,18,40,20,30,30,103,   96,73,2,10,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-04-02 18:00:00,286,20160402,19,90,30,30,40,97,     ,64,0,0,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2016-04-02 19:00:00,286,20160402,20,110,30,30,40,101,     ,65,0,0,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-04-02 20:00:00,286,20160402,21,100,30,30,40,96,     ,66,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-04-02 21:00:00,286,20160402,22,80,30,40,40,98,     ,65,0,0,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2016-04-02 22:00:00,286,20160402,23,90,30,30,40,97,     ,65,0,0,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2016-04-02 23:00:00,286,20160402,24,110,20,20,30,96,   78,66,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-04-03 00:00:00,286,20160403,1,120,30,30,40,101,     ,64,0,0,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-04-03 01:00:00,286,20160403,2,140,30,40,50,96,     ,68,0,0,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2016-04-03 02:00:00,286,20160403,3,140,40,40,50,102,     ,71,0,0,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2016-04-03 03:00:00,286,20160403,4,110,30,20,60,104,     ,75,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-04-03 04:00:00,286,20160403,5,130,30,50,60,104,     ,75,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-04-03 05:00:00,286,20160403,6,140,50,40,70,105,   89,79,0,1,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2016-04-03 06:00:00,286,20160403,7,150,40,30,50,112,     ,85,0,8,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2016-04-03 07:00:00,286,20160403,8,170,30,20,50,120,     ,90,0,20,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-04-03 08:00:00,286,20160403,9,160,30,30,50,129,     ,97,0,32,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2016-04-03 09:00:00,286,20160403,10,180,40,40,60,148,     ,106,0,79,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2016-04-03 10:00:00,286,20160403,11,200,50,50,80,156,     ,110,1,108,0,0,     ,     ,     ,74,     ,6,     ,     ,     ,     ,     
2016-04-03 11:00:00,286,20160403,12,210,50,40,70,171,  100,117,4,155,0,0,     ,     ,     ,71,     ,6,     ,     ,     ,     ,     
2016-04-03 12:00:00,286,20160403,13,230,40,40,70,172,     ,121,2,103,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2016-04-03 13:00:00,286,20160403,14,270,40,40,60,178,     ,124,4,118,0,0,     ,     ,     ,71,     ,6,     ,     ,     ,     ,     
2016-04-03 14:00:00,286,20160403,15,230,30,40,60,183,     ,124,9,142,0,0,     ,     ,     ,68,     ,6,     ,     ,     ,     ,     
2016-04-03 15:00:00,286,20160403,16,230,20,20,60,179,     ,120,7,79,0,0,     ,     ,     ,68,     ,6,     ,     ,     ,     ,     
2016-04-03 16:00:00,286,20160403,17,50,10,20,30,162,     ,122,2,30,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2016-04-03 17:00:00,286,20160403,18,60,20,20,30,133,  119,113,2,10,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-04-03 18:00:00,286,20160403,19,50,20,20,30,111,     ,99,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2016-04-03 19:00:00,286,20160403,20,50,30,30,40,108,     ,100,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-04-03 20:00:00,286,20160403,21,60,30,30,50,108,     ,101,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-04-03 21:00:00,286,20160403,22,70,40,40,50,113,     ,104,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2016-04-03 22:00:00,286,20160403,23,100,30,30,50,123,     ,109,0,0,0,-1,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2016-04-03 23:00:00,286,20160403,24,110,30,20,50,123,   89,113,0,0,6,1,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2016-04-04 00:00:00,286,20160404,1,150,30,30,50,130,     ,113,0,0,3,1,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2016-04-04 01:00:00,286,20160404,2,140,30,40,50,132,     ,112,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-04-04 02:00:00,286,20160404,3,140,40,40,50,134,     ,109,0,0,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2016-04-04 03:00:00,286,20160404,4,160,50,40,70,133,     ,107,0,0,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2016-04-04 04:00:00,286,20160404,5,140,40,40,60,129,     ,106,0,0,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2016-04-04 05:00:00,286,20160404,6,160,50,50,70,139,  120,108,0,7,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-04-04 06:00:00,286,20160404,7,160,50,50,80,146,     ,112,1,33,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2016-04-04 07:00:00,286,20160404,8,170,60,70,100,165,     ,115,7,108,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2016-04-04 08:00:00,286,20160404,9,200,70,70,110,163,     ,117,4,111,0,0,     ,     ,     ,74,     ,6,     ,     ,     ,     ,     
2016-04-04 09:00:00,286,20160404,10,200,80,90,120,173,     ,111,5,153,0,0,     ,     ,     ,67,     ,6,     ,     ,     ,     ,     
2016-04-04 10:00:00,286,20160404,11,200,80,80,110,185,     ,117,9,223,0,0,     ,     ,     ,65,     ,6,     ,     ,     ,     ,     
2016-04-04 11:00:00,286,20160404,12,190,80,70,120,178,  135,114,3,139,0,0,     ,     ,     ,66,     ,6,     ,     ,     ,     ,     
2016-04-04 12:00:00,286,20160404,13,220,90,140,200,138,     ,113,2,92,1,1,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2016-04-04 13:00:00,286,20160404,14,240,90,70,160,126,     ,107,0,46,4,2,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-04-04 14:00:00,286,20160404,15,240,70,60,110,138,     ,94,7,123,0,0,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2016-04-04 15:00:00,286,20160404,16,260,50,40,90,143,     ,91,6,85,0,0,     ,     ,     ,71,     ,6,     ,     ,     ,     ,     
2016-04-04 16:00:00,286,20160404,17,260,40,40,70,136,     ,86,10,71,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2016-04-04 17:00:00,286,20160404,18,270,20,10,50,131,  122,84,7,26,0,0,     ,     ,     ,73,     ,6,     ,     ,     ,     ,     
2016-04-04 18:00:00,286,20160404,19,100,10,20,30,95,     ,74,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-04-04 19:00:00,286,20160404,20,110,20,30,30,82,     ,69,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2016-04-04 20:00:00,286,20160404,21,110,20,30,30,68,     ,60,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-04-04 21:00:00,286,20160404,22,110,30,30,40,80,     ,62,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-04-04 22:00:00,286,20160404,23,120,30,30,40,87,     ,68,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-04-04 23:00:00,286,20160404,24,130,30,30,40,82,   51,68,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2016-04-05 00:00:00,286,20160405,1,130,40,40,60,94,     ,74,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-04-05 01:00:00,286,20160405,2,130,40,40,50,94,     ,79,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-04-05 02:00:00,286,20160405,3,130,30,40,50,96,     ,81,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-04-05 03:00:00,286,20160405,4,130,30,40,60,100,     ,82,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2016-04-05 04:00:00,286,20160405,5,150,30,20,60,101,     ,87,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2016-04-05 05:00:00,286,20160405,6,110,20,20,30,99,   71,88,0,2,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-04-05 06:00:00,286,20160405,7,130,20,30,40,107,     ,91,0,10,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-04-05 07:00:00,286,20160405,8,120,30,30,50,108,     ,96,0,24,0,-1,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2016-04-05 08:00:00,286,20160405,9,80,20,20,40,107,     ,96,0,29,7,3,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-04-05 09:00:00,286,20160405,10,70,20,20,40,105,     ,92,0,32,10,8,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2016-04-05 10:00:00,286,20160405,11,330,20,20,30,104,     ,96,0,29,10,7,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-04-05 11:00:00,286,20160405,12,300,30,40,80,109,   94,101,0,38,10,6,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-04-05 12:00:00,286,20160405,13,300,50,50,70,113,     ,102,0,50,10,7,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-04-05 13:00:00,286,20160405,14,300,40,20,70,119,     ,93,0,61,8,2,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2016-04-05 14:00:00,286,20160405,15,260,30,40,60,110,     ,87,0,39,6,3,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2016-04-05 15:00:00,286,20160405,16,210,30,30,50,110,     ,94,0,28,7,1,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-04-05 16:00:00,286,20160405,17,220,40,40,70,107,     ,97,0,15,7,2,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2016-04-05 17:00:00,286,20160405,18,260,40,50,80,100,   96,76,2,14,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2016-04-05 18:00:00,286,20160405,19,250,60,50,100,84,     ,67,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2016-04-05 19:00:00,286,20160405,20,250,50,50,70,85,     ,69,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-04-05 20:00:00,286,20160405,21,240,50,40,70,80,     ,68,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2016-04-05 21:00:00,286,20160405,22,240,50,60,100,84,     ,68,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-04-05 22:00:00,286,20160405,23,220,50,50,80,79,     ,68,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-04-05 23:00:00,286,20160405,24,210,50,50,70,74,   71,65,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2016-04-06 00:00:00,286,20160406,1,220,50,50,70,66,     ,61,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2016-04-06 01:00:00,286,20160406,2,220,50,60,80,66,     ,62,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2016-04-06 02:00:00,286,20160406,3,210,60,50,80,67,     ,64,0,0,0,0,     ,     ,     ,98,     ,6,     ,     ,     ,     ,     
2016-04-06 03:00:00,286,20160406,4,220,60,50,80,70,     ,65,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2016-04-06 04:00:00,286,20160406,5,210,50,40,70,65,     ,59,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-04-06 05:00:00,286,20160406,6,220,50,60,80,64,   57,56,2,14,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-04-06 06:00:00,286,20160406,7,220,60,60,90,80,     ,64,10,69,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-04-06 07:00:00,286,20160406,8,210,60,70,90,92,     ,69,7,94,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2016-04-06 08:00:00,286,20160406,9,200,80,80,110,93,     ,70,6,139,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2016-04-06 09:00:00,286,20160406,10,200,90,80,130,106,     ,73,2,102,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2016-04-06 10:00:00,286,20160406,11,200,80,90,130,116,     ,72,5,161,0,0,     ,     ,     ,74,     ,6,     ,     ,     ,     ,     
2016-04-06 11:00:00,286,20160406,12,210,90,90,140,108,   62,53,0,51,0,0,     ,     ,     ,69,     ,6,     ,     ,     ,     ,     
2016-04-06 12:00:00,286,20160406,13,210,100,100,150,102,     ,62,2,84,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2016-04-06 13:00:00,286,20160406,14,220,90,100,140,106,     ,60,0,61,0,0,     ,     ,     ,73,     ,6,     ,     ,     ,     ,     
2016-04-06 14:00:00,286,20160406,15,200,100,100,150,94,     ,65,0,33,4,3,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-04-06 15:00:00,286,20160406,16,200,90,90,120,92,     ,71,0,36,9,4,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-04-06 16:00:00,286,20160406,17,200,90,90,150,92,     ,71,0,19,6,2,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-04-06 17:00:00,286,20160406,18,220,100,90,160,84,   80,63,0,5,8,5,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-04-06 18:00:00,286,20160406,19,200,70,60,110,74,     ,57,0,1,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2016-04-06 19:00:00,286,20160406,20,280,80,90,180,59,     ,48,0,0,4,16,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-04-06 20:00:00,286,20160406,21,250,60,50,100,52,     ,37,0,0,5,1,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-04-06 21:00:00,286,20160406,22,200,50,50,70,50,     ,42,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2016-04-06 22:00:00,286,20160406,23,210,60,70,90,51,     ,40,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-04-06 23:00:00,286,20160406,24,210,70,60,90,51,   43,33,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2016-04-07 00:00:00,286,20160407,1,210,70,70,100,50,     ,35,0,0,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-04-07 01:00:00,286,20160407,2,200,60,70,100,49,     ,38,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-04-07 02:00:00,286,20160407,3,210,70,70,100,49,     ,36,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2016-04-07 03:00:00,286,20160407,4,200,60,60,80,45,     ,33,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2016-04-07 04:00:00,286,20160407,5,210,70,60,90,42,     ,31,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2016-04-07 05:00:00,286,20160407,6,210,70,70,100,49,   38,35,3,15,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2016-04-07 06:00:00,286,20160407,7,210,80,80,100,64,     ,42,8,67,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2016-04-07 07:00:00,286,20160407,8,220,80,90,120,77,     ,43,10,123,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2016-04-07 08:00:00,286,20160407,9,230,80,80,130,76,     ,42,6,100,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2016-04-07 09:00:00,286,20160407,10,220,100,120,180,95,     ,47,10,224,0,-1,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2016-04-07 10:00:00,286,20160407,11,250,80,80,130,71,     ,47,4,104,2,6,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2016-04-07 11:00:00,286,20160407,12,230,80,80,150,72,   45,44,2,87,4,3,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-04-07 12:00:00,286,20160407,13,230,90,80,140,91,     ,51,7,181,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2016-04-07 13:00:00,286,20160407,14,230,90,100,160,85,     ,44,3,74,4,1,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2016-04-07 14:00:00,286,20160407,15,240,80,80,140,95,     ,39,6,107,0,-1,     ,     ,     ,68,     ,6,     ,     ,     ,     ,     
2016-04-07 15:00:00,286,20160407,16,240,90,80,140,94,     ,32,9,112,0,0,     ,     ,     ,65,     ,6,     ,     ,     ,     ,     
2016-04-07 16:00:00,286,20160407,17,240,80,90,130,86,     ,32,0,38,0,0,     ,     ,     ,69,     ,6,     ,     ,     ,     ,     
2016-04-07 17:00:00,286,20160407,18,240,70,60,110,78,   69,33,7,24,0,0,     ,     ,     ,73,     ,6,     ,     ,     ,     ,     
2016-04-07 18:00:00,286,20160407,19,230,50,50,80,65,     ,29,0,1,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-04-07 19:00:00,286,20160407,20,210,40,50,60,51,     ,30,0,0,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2016-04-07 20:00:00,286,20160407,21,210,40,50,60,54,     ,34,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-04-07 21:00:00,286,20160407,22,200,40,40,60,56,     ,36,0,0,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2016-04-07 22:00:00,286,20160407,23,230,50,50,90,57,     ,42,0,0,3,1,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-04-07 23:00:00,286,20160407,24,230,50,50,80,57,   43,43,0,0,2,1,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2016-04-08 00:00:00,286,20160408,1,230,40,40,70,55,     ,46,0,0,5,1,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2016-04-08 01:00:00,286,20160408,2,220,50,50,70,57,     ,51,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-04-08 02:00:00,286,20160408,3,230,50,40,70,56,     ,50,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2016-04-08 03:00:00,286,20160408,4,230,40,40,60,58,     ,53,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2016-04-08 04:00:00,286,20160408,5,230,30,30,40,55,     ,51,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2016-04-08 05:00:00,286,20160408,6,250,30,30,50,60,   51,51,0,12,5,2,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2016-04-08 06:00:00,286,20160408,7,240,40,40,50,73,     ,58,6,59,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2016-04-08 07:00:00,286,20160408,8,250,40,40,60,83,     ,61,8,125,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2016-04-08 08:00:00,286,20160408,9,240,40,40,60,84,     ,54,1,89,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2016-04-08 09:00:00,286,20160408,10,240,30,30,60,97,     ,55,9,198,0,0,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2016-04-08 10:00:00,286,20160408,11,290,50,60,90,88,     ,59,5,122,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2016-04-08 11:00:00,286,20160408,12,220,50,40,80,84,   59,48,1,62,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-04-08 12:00:00,286,20160408,13,340,40,50,100,87,     ,51,4,141,0,0,     ,     ,     ,78,     ,6,     ,     ,     ,     ,     
2016-04-08 13:00:00,286,20160408,14,40,30,20,80,99,     ,50,3,117,0,-1,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
